State,Year,Quarter,District,Registered_users,App_opens,Region
karnataka,2022,2,Davanagere ,698130,64853726,Southern Region
karnataka,2022,2,Bagalkote ,621654,62852153,Southern Region
karnataka,2022,2,Vijayapura ,753598,103460934,Southern Region
karnataka,2022,2,Koppal ,402659,69882234,Southern Region
karnataka,2022,2,Bidar ,570697,71050814,Southern Region
karnataka,2022,2,Bengaluru Rural ,877678,29163677,Southern Region
karnataka,2022,2,Raichur ,594248,86117589,Southern Region
karnataka,2022,2,Chamarajanagara ,242198,41236327,Southern Region
karnataka,2022,2,Dakshina Kannada ,1014820,29291316,Southern Region
karnataka,2022,2,Hassan ,678916,92008285,Southern Region
karnataka,2022,2,Dharwad ,974500,40983508,Southern Region
karnataka,2022,2,Shivamogga ,677386,77584028,Southern Region
karnataka,2022,2,Udupi ,521045,24607963,Southern Region
karnataka,2022,2,Gadag ,312474,43780950,Southern Region
karnataka,2022,3,Mysuru ,1556384,72319040,Southern Region
karnataka,2022,3,Chitradurga ,528557,107271050,Southern Region
karnataka,2022,3,Kalaburagi ,874282,110059604,Southern Region
karnataka,2022,3,Ramanagara ,563154,53626831,Southern Region
karnataka,2022,3,Mandya ,665227,71746022,Southern Region
karnataka,2022,3,Kodagu ,219407,30433150,Southern Region
karnataka,2022,3,Chikkamagaluru ,421862,67297573,Southern Region
karnataka,2022,3,Haveri ,432627,49838706,Southern Region
karnataka,2022,3,Ballari ,1030428,90880443,Southern Region
karnataka,2022,3,Belagavi ,1635855,140101425,Southern Region
karnataka,2022,3,Kolar ,774245,56113522,Southern Region
karnataka,2022,3,Uttara Kannada ,496232,49924522,Southern Region
karnataka,2022,3,Tumakuru ,1070793,150906339,Southern Region
karnataka,2022,3,Yadgir ,280412,58514122,Southern Region
karnataka,2022,3,Bengaluru Urban ,13997602,121199714,Southern Region
karnataka,2022,3,Chikkaballapura ,542150,55200382,Southern Region
karnataka,2022,3,Davanagere ,734360,65060403,Southern Region
karnataka,2022,3,Bagalkote ,654927,66299341,Southern Region
karnataka,2022,3,Vijayapura ,792750,109909660,Southern Region
karnataka,2022,3,Koppal ,424581,74449956,Southern Region
karnataka,2022,3,Bidar ,600650,71847800,Southern Region
karnataka,2022,3,Bengaluru Rural ,924127,28699442,Southern Region
karnataka,2022,3,Raichur ,626205,91804424,Southern Region
karnataka,2022,3,Chamarajanagara ,254664,45621827,Southern Region
karnataka,2022,3,Dakshina Kannada ,1065741,29745949,Southern Region
karnataka,2022,3,Hassan ,713468,91147841,Southern Region
karnataka,2022,3,Dharwad ,1024771,43016397,Southern Region
karnataka,2022,3,Shivamogga ,711717,75645732,Southern Region
karnataka,2022,3,Udupi ,547661,23631824,Southern Region
karnataka,2022,3,Gadag ,329155,45703393,Southern Region
karnataka,2022,4,Mysuru ,1627802,150994790,Southern Region
karnataka,2022,4,Chitradurga ,552065,55215237,Southern Region
karnataka,2022,4,Kalaburagi ,913258,75680531,Southern Region
karnataka,2022,4,Ramanagara ,589205,67109026,Southern Region
karnataka,2022,4,Mandya ,695736,76092900,Southern Region
karnataka,2022,4,Kodagu ,227995,18581380,Southern Region
karnataka,2022,4,Chikkamagaluru ,439498,42015819,Southern Region
karnataka,2022,4,Haveri ,452477,41544154,Southern Region
karnataka,2022,4,Ballari ,1079558,87804157,Southern Region
karnataka,2022,4,Belagavi ,1709145,137476151,Southern Region
karnataka,2022,4,Kolar ,810354,78457036,Southern Region
karnataka,2022,4,Uttara Kannada ,517643,33670229,Southern Region
karnataka,2022,4,Tumakuru ,1118547,108007687,Southern Region
karnataka,2022,4,Yadgir ,292816,26668954,Southern Region
karnataka,2022,4,Bengaluru Urban ,14654455,1137875291,Southern Region
karnataka,2022,4,Chikkaballapura ,567348,55214879,Southern Region
karnataka,2022,4,Davanagere ,768021,68709360,Southern Region
karnataka,2022,4,Bagalkote ,685069,56926164,Southern Region
karnataka,2022,4,Vijayapura ,828346,60288985,Southern Region
karnataka,2022,4,Koppal ,443983,43123975,Southern Region
karnataka,2022,4,Bidar ,628455,60958252,Southern Region
karnataka,2022,4,Bengaluru Rural ,968384,101125704,Southern Region
karnataka,2022,4,Raichur ,655421,52764596,Southern Region
karnataka,2022,4,Chamarajanagara ,265884,27819993,Southern Region
karnataka,2022,4,Dakshina Kannada ,1112661,62061010,Southern Region
karnataka,2022,4,Hassan ,744993,79244191,Southern Region
karnataka,2022,4,Dharwad ,1073312,78733050,Southern Region
karnataka,2022,4,Shivamogga ,743138,66146848,Southern Region
karnataka,2022,4,Udupi ,571724,32590884,Southern Region
karnataka,2022,4,Gadag ,344405,28743778,Southern Region
karnataka,2019,1,Mysuru ,432208,0,Southern Region
karnataka,2019,1,Chitradurga ,127578,0,Southern Region
karnataka,2019,1,Kalaburagi ,230020,0,Southern Region
karnataka,2019,1,Ramanagara ,148213,0,Southern Region
karnataka,2019,1,Mandya ,164533,0,Southern Region
karnataka,2019,1,Kodagu ,47953,0,Southern Region
karnataka,2019,1,Chikkamagaluru ,98090,0,Southern Region
karnataka,2019,1,Haveri ,100853,0,Southern Region
karnataka,2019,1,Ballari ,281648,0,Southern Region
karnataka,2019,1,Belagavi ,412265,0,Southern Region
karnataka,2019,1,Kolar ,201909,0,Southern Region
karnataka,2019,1,Uttara Kannada ,131243,0,Southern Region
karnataka,2019,1,Tumakuru ,258398,0,Southern Region
karnataka,2019,1,Yadgir ,67099,0,Southern Region
karnataka,2019,1,Bengaluru Urban ,5003207,0,Southern Region
karnataka,2019,1,Chikkaballapura ,137719,0,Southern Region
karnataka,2019,1,Davanagere ,191840,0,Southern Region
karnataka,2019,1,Bagalkote ,173415,0,Southern Region
karnataka,2019,1,Vijayapura ,199735,0,Southern Region
karnataka,2019,1,Koppal ,103151,0,Southern Region
karnataka,2019,1,Bidar ,160253,0,Southern Region
karnataka,2019,1,Bengaluru Rural ,267147,0,Southern Region
karnataka,2019,1,Raichur ,163836,0,Southern Region
karnataka,2019,1,Chamarajanagara ,59101,0,Southern Region
karnataka,2019,1,Dakshina Kannada ,254135,0,Southern Region
karnataka,2019,1,Hassan ,169484,0,Southern Region
karnataka,2019,1,Dharwad ,287568,0,Southern Region
karnataka,2019,1,Shivamogga ,174221,0,Southern Region
karnataka,2019,1,Udupi ,136628,0,Southern Region
karnataka,2019,1,Gadag ,82724,0,Southern Region
karnataka,2019,2,Mysuru ,517839,3883347,Southern Region
karnataka,2019,2,Chitradurga ,152893,917295,Southern Region
karnataka,2019,2,Kalaburagi ,267907,1592100,Southern Region
karnataka,2019,2,Ramanagara ,177164,1571272,Southern Region
karnataka,2019,2,Mandya ,200103,1408879,Southern Region
karnataka,2019,2,Kodagu ,60977,323029,Southern Region
karnataka,2019,2,Chikkamagaluru ,119458,597243,Southern Region
karnataka,2019,2,Haveri ,120318,607007,Southern Region
karnataka,2019,2,Ballari ,330704,2591795,Southern Region
karnataka,2019,2,Belagavi ,492435,2779128,Southern Region
karnataka,2019,2,Kolar ,240400,1936572,Southern Region
karnataka,2019,2,Uttara Kannada ,155128,723813,Southern Region
karnataka,2019,2,Tumakuru ,312592,2112256,Southern Region
karnataka,2019,2,Yadgir ,79499,479502,Southern Region
karnataka,2019,2,Bengaluru Urban ,5694165,71768692,Southern Region
karnataka,2019,2,Chikkaballapura ,165237,1341464,Southern Region
karnataka,2019,2,Davanagere ,226600,1439455,Southern Region
karnataka,2019,2,Bagalkote ,202371,1174328,Southern Region
karnataka,2019,2,Vijayapura ,237960,1452198,Southern Region
karnataka,2019,2,Koppal ,122344,771554,Southern Region
karnataka,2019,2,Bidar ,185622,1279191,Southern Region
karnataka,2019,2,Bengaluru Rural ,314610,3040775,Southern Region
karnataka,2019,2,Raichur ,192262,1319337,Southern Region
karnataka,2019,2,Chamarajanagara ,71698,415442,Southern Region
karnataka,2019,2,Dakshina Kannada ,306684,1488612,Southern Region
karnataka,2019,2,Hassan ,205501,1137827,Southern Region
karnataka,2019,2,Dharwad ,342439,2485798,Southern Region
karnataka,2019,2,Shivamogga ,210772,1104757,Southern Region
karnataka,2019,2,Udupi ,163912,682081,Southern Region
karnataka,2019,2,Gadag ,98493,600062,Southern Region
karnataka,2019,3,Mysuru ,601068,15381179,Southern Region
karnataka,2019,3,Chitradurga ,175696,3445767,Southern Region
karnataka,2019,3,Kalaburagi ,306756,6218351,Southern Region
karnataka,2019,3,Ramanagara ,205821,5830730,Southern Region
karnataka,2019,3,Mandya ,234243,5402921,Southern Region
karnataka,2019,3,Kodagu ,73300,1142114,Southern Region
karnataka,2019,3,Chikkamagaluru ,140270,2245116,Southern Region
karnataka,2019,3,Haveri ,138074,2239923,Southern Region
karnataka,2019,3,Ballari ,376264,9897166,Southern Region
karnataka,2019,3,Belagavi ,568340,10591496,Southern Region
karnataka,2019,3,Kolar ,277877,7359399,Southern Region
karnataka,2019,3,Uttara Kannada ,177303,2570391,Southern Region
karnataka,2019,3,Tumakuru ,366543,8373477,Southern Region
karnataka,2019,3,Yadgir ,90633,1739841,Southern Region
karnataka,2019,3,Bengaluru Urban ,6383771,286764483,Southern Region
karnataka,2019,3,Chikkaballapura ,191086,5085160,Southern Region
karnataka,2019,3,Davanagere ,259239,5292577,Southern Region
karnataka,2019,3,Bagalkote ,227893,4396253,Southern Region
karnataka,2019,3,Vijayapura ,272575,5507794,Southern Region
karnataka,2019,3,Koppal ,140202,2868241,Southern Region
karnataka,2019,3,Bidar ,211382,4744766,Southern Region
karnataka,2019,3,Bengaluru Rural ,361924,12165553,Southern Region
karnataka,2019,3,Raichur ,219963,4884784,Southern Region
karnataka,2019,3,Chamarajanagara ,83829,1556076,Southern Region
karnataka,2019,3,Dakshina Kannada ,363240,5760451,Southern Region
karnataka,2019,3,Hassan ,239587,4197871,Southern Region
karnataka,2019,3,Dharwad ,397243,10736033,Southern Region
karnataka,2019,3,Shivamogga ,246474,4354833,Southern Region
karnataka,2019,3,Udupi ,191625,2732005,Southern Region
karnataka,2019,3,Gadag ,112854,2198909,Southern Region
karnataka,2019,4,Mysuru ,686169,20282620,Southern Region
karnataka,2019,4,Chitradurga ,204763,4761975,Southern Region
karnataka,2019,4,Kalaburagi ,355228,8600804,Southern Region
karnataka,2019,4,Ramanagara ,238556,7996637,Southern Region
karnataka,2019,4,Mandya ,272705,7321773,Southern Region
karnataka,2019,4,Kodagu ,86496,1676527,Southern Region
karnataka,2019,4,Chikkamagaluru ,164190,3246391,Southern Region
karnataka,2019,4,Haveri ,160702,3069637,Southern Region
karnataka,2019,4,Ballari ,429391,13342591,Southern Region
karnataka,2019,4,Belagavi ,656749,14298924,Southern Region
karnataka,2019,4,Kolar ,321279,9946553,Southern Region
karnataka,2019,4,Uttara Kannada ,202180,3454632,Southern Region
karnataka,2019,4,Tumakuru ,428605,11843986,Southern Region
karnataka,2019,4,Yadgir ,105445,2422884,Southern Region
karnataka,2019,4,Bengaluru Urban ,7016836,353757216,Southern Region
karnataka,2019,4,Chikkaballapura ,221609,6890491,Southern Region
karnataka,2019,4,Davanagere ,298755,7287464,Southern Region
karnataka,2019,4,Bagalkote ,260054,5878530,Southern Region
karnataka,2019,4,Vijayapura ,314097,7480611,Southern Region
karnataka,2019,4,Koppal ,162861,3948062,Southern Region
karnataka,2019,4,Bidar ,243303,6709326,Southern Region
karnataka,2019,4,Bengaluru Rural ,411896,16114910,Southern Region
karnataka,2019,4,Raichur ,253236,6892107,Southern Region
karnataka,2019,4,Chamarajanagara ,98140,2069842,Southern Region
karnataka,2019,4,Dakshina Kannada ,423031,7875886,Southern Region
karnataka,2019,4,Hassan ,279728,5917518,Southern Region
karnataka,2019,4,Dharwad ,452178,13718357,Southern Region
karnataka,2019,4,Shivamogga ,286945,6123526,Southern Region
karnataka,2019,4,Udupi ,220313,3719466,Southern Region
karnataka,2019,4,Gadag ,129976,3025624,Southern Region
karnataka,2021,1,Mysuru ,1094627,42998885,Southern Region
karnataka,2021,1,Chitradurga ,359774,13146825,Southern Region
karnataka,2021,1,Kalaburagi ,602937,24147877,Southern Region
karnataka,2021,1,Ramanagara ,389219,18160635,Southern Region
karnataka,2021,1,Mandya ,458538,17976756,Southern Region
karnataka,2021,1,Kodagu ,153053,4337845,Southern Region
karnataka,2021,1,Chikkamagaluru ,289630,8631829,Southern Region
karnataka,2021,1,Haveri ,293899,8803231,Southern Region
karnataka,2021,1,Ballari ,705364,32592485,Southern Region
karnataka,2021,1,Belagavi ,1132987,34752351,Southern Region
karnataka,2021,1,Kolar ,534157,25549286,Southern Region
karnataka,2021,1,Uttara Kannada ,343355,9070620,Southern Region
karnataka,2021,1,Tumakuru ,736609,30118851,Southern Region
karnataka,2021,1,Yadgir ,189271,7214734,Southern Region
karnataka,2021,1,Bengaluru Urban ,9955387,554419656,Southern Region
karnataka,2021,1,Chikkaballapura ,372241,17087913,Southern Region
karnataka,2021,1,Davanagere ,508179,17621765,Southern Region
karnataka,2021,1,Bagalkote ,447765,15053079,Southern Region
karnataka,2021,1,Vijayapura ,543181,19138250,Southern Region
karnataka,2021,1,Koppal ,287597,11497598,Southern Region
karnataka,2021,1,Bidar ,411728,19569082,Southern Region
karnataka,2021,1,Bengaluru Rural ,639890,34184669,Southern Region
karnataka,2021,1,Raichur ,424252,17480505,Southern Region
karnataka,2021,1,Chamarajanagara ,174952,5520986,Southern Region
karnataka,2021,1,Dakshina Kannada ,746964,18655914,Southern Region
karnataka,2021,1,Hassan ,490609,16390159,Southern Region
karnataka,2021,1,Dharwad ,714056,28863170,Southern Region
karnataka,2021,1,Shivamogga ,491220,14935102,Southern Region
karnataka,2021,1,Udupi ,380553,9126747,Southern Region
karnataka,2021,1,Gadag ,223838,7870580,Southern Region
karnataka,2021,2,Mysuru ,1168608,36371793,Southern Region
karnataka,2021,2,Chitradurga ,386380,29255441,Southern Region
karnataka,2021,2,Kalaburagi ,645639,42069112,Southern Region
karnataka,2021,2,Ramanagara ,416739,23827957,Southern Region
karnataka,2021,2,Mandya ,491102,25908721,Southern Region
karnataka,2021,2,Kodagu ,163742,8488815,Southern Region
karnataka,2021,2,Chikkamagaluru ,311052,17822948,Southern Region
karnataka,2021,2,Haveri ,315491,16739886,Southern Region
karnataka,2021,2,Ballari ,755860,41859992,Southern Region
karnataka,2021,2,Belagavi ,1213293,44624929,Southern Region
karnataka,2021,2,Kolar ,571929,30373692,Southern Region
karnataka,2021,2,Uttara Kannada ,367399,16680175,Southern Region
karnataka,2021,2,Tumakuru ,790148,50740889,Southern Region
karnataka,2021,2,Yadgir ,203336,16112341,Southern Region
karnataka,2021,2,Bengaluru Urban ,10604609,300938617,Southern Region
karnataka,2021,2,Chikkaballapura ,399185,25947736,Southern Region
karnataka,2021,2,Davanagere ,543821,25570785,Southern Region
karnataka,2021,2,Bagalkote ,479927,22075518,Southern Region
karnataka,2021,2,Vijayapura ,582278,34636839,Southern Region
karnataka,2021,2,Koppal ,308936,21252031,Southern Region
karnataka,2021,2,Bidar ,441065,31639098,Southern Region
karnataka,2021,2,Bengaluru Rural ,684759,26632282,Southern Region
karnataka,2021,2,Raichur ,455771,29994576,Southern Region
karnataka,2021,2,Chamarajanagara ,187469,12338325,Southern Region
karnataka,2021,2,Dakshina Kannada ,798331,15802873,Southern Region
karnataka,2021,2,Hassan ,526240,28769195,Southern Region
karnataka,2021,2,Dharwad ,763441,25161458,Southern Region
karnataka,2021,2,Shivamogga ,526831,23646109,Southern Region
karnataka,2021,2,Udupi ,407264,11064393,Southern Region
karnataka,2021,2,Gadag ,240378,14743188,Southern Region
karnataka,2021,3,Mysuru ,1250860,48272120,Southern Region
karnataka,2021,3,Chitradurga ,417163,36001947,Southern Region
karnataka,2021,3,Kalaburagi ,694567,50256674,Southern Region
karnataka,2021,3,Ramanagara ,448065,29062035,Southern Region
karnataka,2021,3,Mandya ,528361,29967986,Southern Region
karnataka,2021,3,Kodagu ,175878,11030231,Southern Region
karnataka,2021,3,Chikkamagaluru ,335416,23262222,Southern Region
karnataka,2021,3,Haveri ,340458,21691814,Southern Region
karnataka,2021,3,Ballari ,814170,54246591,Southern Region
karnataka,2021,3,Belagavi ,1304051,58354498,Southern Region
karnataka,2021,3,Kolar ,615004,37214686,Southern Region
karnataka,2021,3,Uttara Kannada ,395160,21489269,Southern Region
karnataka,2021,3,Tumakuru ,850678,59870049,Southern Region
karnataka,2021,3,Yadgir ,220170,19673784,Southern Region
karnataka,2021,3,Bengaluru Urban ,11321012,423965215,Southern Region
karnataka,2021,3,Chikkaballapura ,429845,31188426,Southern Region
karnataka,2021,3,Davanagere ,584571,32345530,Southern Region
karnataka,2021,3,Bagalkote ,517079,28300711,Southern Region
karnataka,2021,3,Vijayapura ,627795,43855268,Southern Region
karnataka,2021,3,Koppal ,333722,27282817,Southern Region
karnataka,2021,3,Bidar ,475158,37639565,Southern Region
karnataka,2021,3,Bengaluru Rural ,735551,35599266,Southern Region
karnataka,2021,3,Raichur ,492375,38619508,Southern Region
karnataka,2021,3,Chamarajanagara ,202168,15829867,Southern Region
karnataka,2021,3,Dakshina Kannada ,855634,21412918,Southern Region
karnataka,2021,3,Hassan ,566904,34788129,Southern Region
karnataka,2021,3,Dharwad ,818797,34415050,Southern Region
karnataka,2021,3,Shivamogga ,566838,29165333,Southern Region
karnataka,2021,3,Udupi ,437345,12928299,Southern Region
karnataka,2021,3,Gadag ,259426,19051279,Southern Region
karnataka,2021,4,Mysuru ,1332579,84514082,Southern Region
karnataka,2021,4,Chitradurga ,447221,30870741,Southern Region
karnataka,2021,4,Kalaburagi ,743146,50879550,Southern Region
karnataka,2021,4,Ramanagara ,478668,38380184,Southern Region
karnataka,2021,4,Mandya ,564725,40149943,Southern Region
karnataka,2021,4,Kodagu ,187714,9753349,Southern Region
karnataka,2021,4,Chikkamagaluru ,358975,20950700,Southern Region
karnataka,2021,4,Haveri ,365257,21102930,Southern Region
karnataka,2021,4,Ballari ,871581,62467773,Southern Region
karnataka,2021,4,Belagavi ,1393290,78020362,Southern Region
karnataka,2021,4,Kolar ,657607,52731050,Southern Region
karnataka,2021,4,Uttara Kannada ,422171,19025373,Southern Region
karnataka,2021,4,Tumakuru ,909976,63705876,Southern Region
karnataka,2021,4,Yadgir ,236490,16328222,Southern Region
karnataka,2021,4,Bengaluru Urban ,12038775,818047839,Southern Region
karnataka,2021,4,Chikkaballapura ,459988,36037978,Southern Region
karnataka,2021,4,Davanagere ,624570,39536906,Southern Region
karnataka,2021,4,Bagalkote ,554099,33560109,Southern Region
karnataka,2021,4,Vijayapura ,672340,39909595,Southern Region
karnataka,2021,4,Koppal ,357841,27558588,Southern Region
karnataka,2021,4,Bidar ,508686,40940770,Southern Region
karnataka,2021,4,Bengaluru Rural ,785717,67129022,Southern Region
karnataka,2021,4,Raichur ,528246,36140668,Southern Region
karnataka,2021,4,Chamarajanagara ,216215,13328889,Southern Region
karnataka,2021,4,Dakshina Kannada ,912133,36536741,Southern Region
karnataka,2021,4,Hassan ,606707,41053977,Southern Region
karnataka,2021,4,Dharwad ,873847,53145629,Southern Region
karnataka,2021,4,Shivamogga ,606024,34524043,Southern Region
karnataka,2021,4,Udupi ,466878,18132024,Southern Region
karnataka,2021,4,Gadag ,278180,17095600,Southern Region
karnataka,2020,1,Mysuru ,764697,23157562,Southern Region
karnataka,2020,1,Chitradurga ,233840,6183299,Southern Region
karnataka,2020,1,Kalaburagi ,402676,10731948,Southern Region
karnataka,2020,1,Ramanagara ,267981,9733240,Southern Region
karnataka,2020,1,Mandya ,309136,9387333,Southern Region
karnataka,2020,1,Kodagu ,98612,1929841,Southern Region
karnataka,2020,1,Chikkamagaluru ,186487,3874339,Southern Region
karnataka,2020,1,Haveri ,184781,3960695,Southern Region
karnataka,2020,1,Ballari ,481004,16047162,Southern Region
karnataka,2020,1,Belagavi ,746925,17121517,Southern Region
karnataka,2020,1,Kolar ,361750,12303181,Southern Region
karnataka,2020,1,Uttara Kannada ,226792,4118524,Southern Region
karnataka,2020,1,Tumakuru ,488995,14944882,Southern Region
karnataka,2020,1,Yadgir ,121589,3264873,Southern Region
karnataka,2020,1,Bengaluru Urban ,7564577,365358412,Southern Region
karnataka,2020,1,Chikkaballapura ,250163,8606320,Southern Region
karnataka,2020,1,Davanagere ,337445,8693016,Southern Region
karnataka,2020,1,Bagalkote ,293935,7199781,Southern Region
karnataka,2020,1,Vijayapura ,357428,9313061,Southern Region
karnataka,2020,1,Koppal ,185866,5100820,Southern Region
karnataka,2020,1,Bidar ,275072,8639094,Southern Region
karnataka,2020,1,Bengaluru Rural ,455608,18109090,Southern Region
karnataka,2020,1,Raichur ,285797,8561095,Southern Region
karnataka,2020,1,Chamarajanagara ,112400,2677247,Southern Region
karnataka,2020,1,Dakshina Kannada ,481992,9167438,Southern Region
karnataka,2020,1,Hassan ,318850,7555719,Southern Region
karnataka,2020,1,Dharwad ,502446,15318060,Southern Region
karnataka,2020,1,Shivamogga ,324957,7363924,Southern Region
karnataka,2020,1,Udupi ,247646,4331891,Southern Region
karnataka,2020,1,Gadag ,147533,3734672,Southern Region
karnataka,2020,2,Mysuru ,837003,18069895,Southern Region
karnataka,2020,2,Chitradurga ,267374,7921698,Southern Region
karnataka,2020,2,Kalaburagi ,455786,12273057,Southern Region
karnataka,2020,2,Ramanagara ,297300,9630491,Southern Region
karnataka,2020,2,Mandya ,346777,10682341,Southern Region
karnataka,2020,2,Kodagu ,112121,2083487,Southern Region
karnataka,2020,2,Chikkamagaluru ,211842,4688043,Southern Region
karnataka,2020,2,Haveri ,212822,4828428,Southern Region
karnataka,2020,2,Ballari ,537204,16857518,Southern Region
karnataka,2020,2,Belagavi ,849149,18286088,Southern Region
karnataka,2020,2,Kolar ,404048,13758597,Southern Region
karnataka,2020,2,Uttara Kannada ,257257,4832970,Southern Region
karnataka,2020,2,Tumakuru ,552123,16600911,Southern Region
karnataka,2020,2,Yadgir ,140500,4149274,Southern Region
karnataka,2020,2,Bengaluru Urban ,8028070,217406465,Southern Region
karnataka,2020,2,Chikkaballapura ,280849,9635695,Southern Region
karnataka,2020,2,Davanagere ,380810,9219076,Southern Region
karnataka,2020,2,Bagalkote ,334436,8204201,Southern Region
karnataka,2020,2,Vijayapura ,407483,10678723,Southern Region
karnataka,2020,2,Koppal ,212354,6151219,Southern Region
karnataka,2020,2,Bidar ,312859,11031911,Southern Region
karnataka,2020,2,Bengaluru Rural ,496292,14889541,Southern Region
karnataka,2020,2,Raichur ,321809,9717951,Southern Region
karnataka,2020,2,Chamarajanagara ,128971,3414811,Southern Region
karnataka,2020,2,Dakshina Kannada ,543603,7580908,Southern Region
karnataka,2020,2,Hassan ,361759,9097572,Southern Region
karnataka,2020,2,Dharwad ,554235,12377558,Southern Region
karnataka,2020,2,Shivamogga ,365651,7734883,Southern Region
karnataka,2020,2,Udupi ,277972,4383464,Southern Region
karnataka,2020,2,Gadag ,166907,4323299,Southern Region
karnataka,2020,3,Mysuru ,923296,26595871,Southern Region
karnataka,2020,3,Chitradurga ,300719,10159890,Southern Region
karnataka,2020,3,Kalaburagi ,507894,16580065,Southern Region
karnataka,2020,3,Ramanagara ,329112,12931411,Southern Region
karnataka,2020,3,Mandya ,386051,13267940,Southern Region
karnataka,2020,3,Kodagu ,127160,2791774,Southern Region
karnataka,2020,3,Chikkamagaluru ,240177,6269375,Southern Region
karnataka,2020,3,Haveri ,243591,6367113,Southern Region
karnataka,2020,3,Ballari ,595935,23172796,Southern Region
karnataka,2020,3,Belagavi ,951629,24325882,Southern Region
karnataka,2020,3,Kolar ,449470,18721704,Southern Region
karnataka,2020,3,Uttara Kannada ,287730,6238135,Southern Region
karnataka,2020,3,Tumakuru ,618091,21713087,Southern Region
karnataka,2020,3,Yadgir ,157834,5211314,Southern Region
karnataka,2020,3,Bengaluru Urban ,8611452,322860571,Southern Region
karnataka,2020,3,Chikkaballapura ,313480,13001841,Southern Region
karnataka,2020,3,Davanagere ,426961,12583087,Southern Region
karnataka,2020,3,Bagalkote ,376754,11151542,Southern Region
karnataka,2020,3,Vijayapura ,458119,14492659,Southern Region
karnataka,2020,3,Koppal ,239771,8347850,Southern Region
karnataka,2020,3,Bidar ,347354,13891230,Southern Region
karnataka,2020,3,Bengaluru Rural ,543893,22521395,Southern Region
karnataka,2020,3,Raichur ,357794,13008515,Southern Region
karnataka,2020,3,Chamarajanagara ,145166,4038938,Southern Region
karnataka,2020,3,Dakshina Kannada ,617552,11393774,Southern Region
karnataka,2020,3,Hassan ,407970,11515402,Southern Region
karnataka,2020,3,Dharwad ,608659,17999599,Southern Region
karnataka,2020,3,Shivamogga ,411810,10667405,Southern Region
karnataka,2020,3,Udupi ,314731,6056848,Southern Region
karnataka,2020,3,Gadag ,187395,5806199,Southern Region
karnataka,2020,4,Mysuru ,1015945,36538089,Southern Region
karnataka,2020,4,Chitradurga ,333450,12510031,Southern Region
karnataka,2020,4,Kalaburagi ,559718,21222389,Southern Region
karnataka,2020,4,Ramanagara ,361201,16517041,Southern Region
karnataka,2020,4,Mandya ,425378,16160451,Southern Region
karnataka,2020,4,Kodagu ,141874,3987098,Southern Region
karnataka,2020,4,Chikkamagaluru ,268100,8071176,Southern Region
karnataka,2020,4,Haveri ,271755,8140283,Southern Region
karnataka,2020,4,Ballari ,654751,30046637,Southern Region
karnataka,2020,4,Belagavi ,1051934,31134675,Southern Region
karnataka,2020,4,Kolar ,495224,23730229,Southern Region
karnataka,2020,4,Uttara Kannada ,318811,8207702,Southern Region
karnataka,2020,4,Tumakuru ,682441,27104012,Southern Region
karnataka,2020,4,Yadgir ,174982,6596547,Southern Region
karnataka,2020,4,Bengaluru Urban ,9286243,456667561,Southern Region
karnataka,2020,4,Chikkaballapura ,345355,15886888,Southern Region
karnataka,2020,4,Davanagere ,471813,16184025,Southern Region
karnataka,2020,4,Bagalkote ,415594,14221516,Southern Region
karnataka,2020,4,Vijayapura ,504403,17980063,Southern Region
karnataka,2020,4,Koppal ,266212,10887251,Southern Region
karnataka,2020,4,Bidar ,381843,17145651,Southern Region
karnataka,2020,4,Bengaluru Rural ,593872,30396643,Southern Region
karnataka,2020,4,Raichur ,393385,16304518,Southern Region
karnataka,2020,4,Chamarajanagara ,161907,5235691,Southern Region
karnataka,2020,4,Dakshina Kannada ,690826,16059638,Southern Region
karnataka,2020,4,Hassan ,453802,14765001,Southern Region
karnataka,2020,4,Dharwad ,663973,24402584,Southern Region
karnataka,2020,4,Shivamogga ,455648,13529152,Southern Region
karnataka,2020,4,Udupi ,352464,8435951,Southern Region
karnataka,2020,4,Gadag ,207278,7442197,Southern Region
karnataka,2018,1,Mysuru ,150799,0,Southern Region
karnataka,2018,1,Chitradurga ,41656,0,Southern Region
karnataka,2018,1,Kalaburagi ,81933,0,Southern Region
karnataka,2018,1,Ramanagara ,47100,0,Southern Region
karnataka,2018,1,Mandya ,50951,0,Southern Region
karnataka,2018,1,Kodagu ,14783,0,Southern Region
karnataka,2018,1,Chikkamagaluru ,32240,0,Southern Region
karnataka,2018,1,Haveri ,33262,0,Southern Region
karnataka,2018,1,Ballari ,103566,0,Southern Region
karnataka,2018,1,Belagavi ,140320,0,Southern Region
karnataka,2018,1,Kolar ,60498,0,Southern Region
karnataka,2018,1,Uttara Kannada ,48635,0,Southern Region
karnataka,2018,1,Tumakuru ,82955,0,Southern Region
karnataka,2018,1,Yadgir ,21121,0,Southern Region
karnataka,2018,1,Bengaluru Urban ,1922368,0,Southern Region
karnataka,2018,1,Chikkaballapura ,43074,0,Southern Region
karnataka,2018,1,Davanagere ,68178,0,Southern Region
karnataka,2018,1,Bagalkote ,63460,0,Southern Region
karnataka,2018,1,Vijayapura ,68814,0,Southern Region
karnataka,2018,1,Koppal ,34963,0,Southern Region
karnataka,2018,1,Bidar ,58446,0,Southern Region
karnataka,2018,1,Bengaluru Rural ,87955,0,Southern Region
