State,Year,Quarter,District,Registered_users,App_opens,Region
meghalaya,2018,3,East Khasi Hills ,17543,0,North Central Region
meghalaya,2018,3,East Garo Hills ,694,0,North Central Region
meghalaya,2018,3,Ribhoi ,3889,0,North Central Region
meghalaya,2018,3,West Jaintia Hills ,1465,0,North Central Region
meghalaya,2018,3,West Khasi Hills ,730,0,North Central Region
meghalaya,2018,4,North Garo Hills ,1092,0,North Central Region
meghalaya,2018,4,South West Khasi Hills ,253,0,North Central Region
meghalaya,2018,4,West Garo Hills ,10445,0,North Central Region
meghalaya,2018,4,South Garo Hills ,1057,0,North Central Region
meghalaya,2018,4,East Jaintia Hills ,3735,0,North Central Region
meghalaya,2018,4,South West Garo Hills ,1115,0,North Central Region
meghalaya,2018,4,East Khasi Hills ,22845,0,North Central Region
meghalaya,2018,4,East Garo Hills ,1067,0,North Central Region
meghalaya,2018,4,Ribhoi ,5207,0,North Central Region
meghalaya,2018,4,West Jaintia Hills ,1861,0,North Central Region
meghalaya,2018,4,West Khasi Hills ,957,0,North Central Region
uttarakhand,2022,1,Udham Singh Nagar ,647495,9927344,Northern Region
uttarakhand,2022,1,Haridwar ,760173,11480579,Northern Region
uttarakhand,2022,1,Almora ,117262,9511833,Northern Region
uttarakhand,2022,1,Pithoragarh ,96837,8077163,Northern Region
uttarakhand,2022,1,Rudraprayag ,48532,4083418,Northern Region
uttarakhand,2022,1,Pauri Garhwal ,177248,14052401,Northern Region
uttarakhand,2022,1,Bageshwar ,45938,4803646,Northern Region
uttarakhand,2022,1,Champawat ,53166,4736664,Northern Region
uttarakhand,2022,1,Nainital ,351226,10583932,Northern Region
uttarakhand,2022,1,Dehradun ,1088710,14847429,Northern Region
uttarakhand,2022,1,Chamoli ,84165,7610104,Northern Region
uttarakhand,2022,1,Uttarkashi ,67713,6453267,Northern Region
uttarakhand,2022,1,Tehri Garhwal ,136364,9056602,Northern Region
uttarakhand,2022,2,Udham Singh Nagar ,683908,10878935,Northern Region
uttarakhand,2022,2,Haridwar ,802321,14364808,Northern Region
uttarakhand,2022,2,Almora ,123856,13515133,Northern Region
uttarakhand,2022,2,Pithoragarh ,102347,11981429,Northern Region
uttarakhand,2022,2,Rudraprayag ,51404,8217503,Northern Region
uttarakhand,2022,2,Pauri Garhwal ,187078,18536724,Northern Region
uttarakhand,2022,2,Bageshwar ,48546,6282507,Northern Region
uttarakhand,2022,2,Champawat ,56221,7883171,Northern Region
uttarakhand,2022,2,Nainital ,370360,13596899,Northern Region
uttarakhand,2022,2,Dehradun ,1146386,16173449,Northern Region
uttarakhand,2022,2,Chamoli ,88939,12278609,Northern Region
uttarakhand,2022,2,Uttarkashi ,71641,10153252,Northern Region
uttarakhand,2022,2,Tehri Garhwal ,144049,12603266,Northern Region
uttarakhand,2022,3,Udham Singh Nagar ,722008,11034214,Northern Region
uttarakhand,2022,3,Haridwar ,846066,13296725,Northern Region
uttarakhand,2022,3,Almora ,129898,13737811,Northern Region
uttarakhand,2022,3,Pithoragarh ,107498,11128867,Northern Region
uttarakhand,2022,3,Rudraprayag ,54045,9532300,Northern Region
uttarakhand,2022,3,Pauri Garhwal ,196481,17689225,Northern Region
uttarakhand,2022,3,Bageshwar ,50935,5439174,Northern Region
uttarakhand,2022,3,Champawat ,59167,6956304,Northern Region
uttarakhand,2022,3,Nainital ,389791,13701523,Northern Region
uttarakhand,2022,3,Dehradun ,1205785,14982533,Northern Region
uttarakhand,2022,3,Chamoli ,93488,12542308,Northern Region
uttarakhand,2022,3,Uttarkashi ,75369,10508319,Northern Region
uttarakhand,2022,3,Tehri Garhwal ,151445,12254547,Northern Region
uttarakhand,2022,4,Udham Singh Nagar ,757652,28964603,Northern Region
uttarakhand,2022,4,Haridwar ,887967,36677900,Northern Region
uttarakhand,2022,4,Almora ,134730,4394432,Northern Region
uttarakhand,2022,4,Pithoragarh ,111983,4001763,Northern Region
uttarakhand,2022,4,Rudraprayag ,56195,2453365,Northern Region
uttarakhand,2022,4,Pauri Garhwal ,204585,6799314,Northern Region
uttarakhand,2022,4,Bageshwar ,52992,1677425,Northern Region
uttarakhand,2022,4,Champawat ,61714,2268699,Northern Region
uttarakhand,2022,4,Nainital ,407806,13801569,Northern Region
uttarakhand,2022,4,Dehradun ,1262999,47580766,Northern Region
uttarakhand,2022,4,Chamoli ,97308,4043138,Northern Region
uttarakhand,2022,4,Uttarkashi ,78484,2847190,Northern Region
uttarakhand,2022,4,Tehri Garhwal ,157634,5175383,Northern Region
uttarakhand,2019,1,Udham Singh Nagar ,238514,0,Northern Region
uttarakhand,2019,1,Haridwar ,262411,0,Northern Region
uttarakhand,2019,1,Almora ,33092,0,Northern Region
uttarakhand,2019,1,Pithoragarh ,26621,0,Northern Region
uttarakhand,2019,1,Rudraprayag ,12967,0,Northern Region
uttarakhand,2019,1,Pauri Garhwal ,56173,0,Northern Region
uttarakhand,2019,1,Bageshwar ,12260,0,Northern Region
uttarakhand,2019,1,Champawat ,15679,0,Northern Region
uttarakhand,2019,1,Nainital ,118824,0,Northern Region
uttarakhand,2019,1,Dehradun ,369578,0,Northern Region
uttarakhand,2019,1,Chamoli ,23274,0,Northern Region
uttarakhand,2019,1,Uttarkashi ,17873,0,Northern Region
uttarakhand,2019,1,Tehri Garhwal ,37689,0,Northern Region
uttarakhand,2019,2,Udham Singh Nagar ,266958,1445656,Northern Region
uttarakhand,2019,2,Haridwar ,299436,1709877,Northern Region
uttarakhand,2019,2,Almora ,39593,192173,Northern Region
uttarakhand,2019,2,Pithoragarh ,32308,148023,Northern Region
uttarakhand,2019,2,Rudraprayag ,15761,98011,Northern Region
uttarakhand,2019,2,Pauri Garhwal ,65607,322540,Northern Region
uttarakhand,2019,2,Bageshwar ,15082,57914,Northern Region
uttarakhand,2019,2,Champawat ,18443,75783,Northern Region
uttarakhand,2019,2,Nainital ,137114,606173,Northern Region
uttarakhand,2019,2,Dehradun ,428353,2311421,Northern Region
uttarakhand,2019,2,Chamoli ,28063,142260,Northern Region
uttarakhand,2019,2,Uttarkashi ,21969,107364,Northern Region
uttarakhand,2019,2,Tehri Garhwal ,45652,237084,Northern Region
uttarakhand,2019,3,Udham Singh Nagar ,292858,4445854,Northern Region
uttarakhand,2019,3,Haridwar ,334619,5961468,Northern Region
uttarakhand,2019,3,Almora ,44182,483290,Northern Region
uttarakhand,2019,3,Pithoragarh ,36353,424940,Northern Region
uttarakhand,2019,3,Rudraprayag ,18065,238590,Northern Region
uttarakhand,2019,3,Pauri Garhwal ,73363,882928,Northern Region
uttarakhand,2019,3,Bageshwar ,16943,159321,Northern Region
uttarakhand,2019,3,Champawat ,20481,236496,Northern Region
uttarakhand,2019,3,Nainital ,153561,1918096,Northern Region
uttarakhand,2019,3,Dehradun ,486157,8514501,Northern Region
uttarakhand,2019,3,Chamoli ,32036,404145,Northern Region
uttarakhand,2019,3,Uttarkashi ,25151,331612,Northern Region
uttarakhand,2019,3,Tehri Garhwal ,52090,659747,Northern Region
uttarakhand,2019,4,Udham Singh Nagar ,319839,5095900,Northern Region
uttarakhand,2019,4,Haridwar ,368737,6710304,Northern Region
uttarakhand,2019,4,Almora ,49664,617545,Northern Region
uttarakhand,2019,4,Pithoragarh ,40980,492315,Northern Region
uttarakhand,2019,4,Rudraprayag ,20470,266933,Northern Region
uttarakhand,2019,4,Pauri Garhwal ,81489,1047368,Northern Region
uttarakhand,2019,4,Bageshwar ,19160,187978,Northern Region
uttarakhand,2019,4,Champawat ,22957,268152,Northern Region
uttarakhand,2019,4,Nainital ,169212,2238913,Northern Region
uttarakhand,2019,4,Dehradun ,537026,10294347,Northern Region
uttarakhand,2019,4,Chamoli ,35948,451166,Northern Region
uttarakhand,2019,4,Uttarkashi ,28653,386533,Northern Region
uttarakhand,2019,4,Tehri Garhwal ,58542,796413,Northern Region
uttarakhand,2021,1,Udham Singh Nagar ,492646,9428732,Northern Region
uttarakhand,2021,1,Haridwar ,580532,13357801,Northern Region
uttarakhand,2021,1,Almora ,87354,1315830,Northern Region
uttarakhand,2021,1,Pithoragarh ,72579,1110149,Northern Region
uttarakhand,2021,1,Rudraprayag ,36234,579475,Northern Region
uttarakhand,2021,1,Pauri Garhwal ,133484,2364521,Northern Region
uttarakhand,2021,1,Bageshwar ,34317,507210,Northern Region
uttarakhand,2021,1,Champawat ,39747,598839,Northern Region
uttarakhand,2021,1,Nainital ,269308,5003855,Northern Region
uttarakhand,2021,1,Dehradun ,840361,21152787,Northern Region
uttarakhand,2021,1,Chamoli ,62779,1060621,Northern Region
uttarakhand,2021,1,Uttarkashi ,50696,877255,Northern Region
uttarakhand,2021,1,Tehri Garhwal ,102085,1925185,Northern Region
uttarakhand,2021,2,Udham Singh Nagar ,528392,8809699,Northern Region
uttarakhand,2021,2,Haridwar ,622292,11391535,Northern Region
uttarakhand,2021,2,Almora ,94196,6054321,Northern Region
uttarakhand,2021,2,Pithoragarh ,78079,3600450,Northern Region
uttarakhand,2021,2,Rudraprayag ,39076,1847004,Northern Region
uttarakhand,2021,2,Pauri Garhwal ,143460,7332076,Northern Region
uttarakhand,2021,2,Bageshwar ,36947,2273384,Northern Region
uttarakhand,2021,2,Champawat ,42748,2436509,Northern Region
uttarakhand,2021,2,Nainital ,288162,6729824,Northern Region
uttarakhand,2021,2,Dehradun ,898504,15857272,Northern Region
uttarakhand,2021,2,Chamoli ,67712,3678939,Northern Region
uttarakhand,2021,2,Uttarkashi ,54582,2940062,Northern Region
uttarakhand,2021,2,Tehri Garhwal ,109890,5428961,Northern Region
uttarakhand,2021,3,Udham Singh Nagar ,568881,11164838,Northern Region
uttarakhand,2021,3,Haridwar ,669249,14435498,Northern Region
uttarakhand,2021,3,Almora ,102118,5454284,Northern Region
uttarakhand,2021,3,Pithoragarh ,84476,3786013,Northern Region
uttarakhand,2021,3,Rudraprayag ,42317,1937591,Northern Region
uttarakhand,2021,3,Pauri Garhwal ,155054,7889492,Northern Region
uttarakhand,2021,3,Bageshwar ,40083,2160085,Northern Region
uttarakhand,2021,3,Champawat ,46279,2383548,Northern Region
uttarakhand,2021,3,Nainital ,309820,8514293,Northern Region
uttarakhand,2021,3,Dehradun ,963594,20465729,Northern Region
uttarakhand,2021,3,Chamoli ,73432,4144214,Northern Region
uttarakhand,2021,3,Uttarkashi ,59174,3114485,Northern Region
uttarakhand,2021,3,Tehri Garhwal ,119032,5436460,Northern Region
uttarakhand,2021,4,Udham Singh Nagar ,609138,19017549,Northern Region
uttarakhand,2021,4,Haridwar ,716044,24859412,Northern Region
uttarakhand,2021,4,Almora ,109803,2758732,Northern Region
uttarakhand,2021,4,Pithoragarh ,90791,2356602,Northern Region
uttarakhand,2021,4,Rudraprayag ,45433,1457596,Northern Region
uttarakhand,2021,4,Pauri Garhwal ,166482,4803777,Northern Region
uttarakhand,2021,4,Bageshwar ,43111,1060682,Northern Region
uttarakhand,2021,4,Champawat ,49852,1314376,Northern Region
uttarakhand,2021,4,Nainital ,330999,9395358,Northern Region
uttarakhand,2021,4,Dehradun ,1028085,36320772,Northern Region
uttarakhand,2021,4,Chamoli ,78848,2262358,Northern Region
uttarakhand,2021,4,Uttarkashi ,63536,1756540,Northern Region
uttarakhand,2021,4,Tehri Garhwal ,127893,3564600,Northern Region
uttarakhand,2020,1,Udham Singh Nagar ,351112,5680060,Northern Region
uttarakhand,2020,1,Haridwar ,408768,7742684,Northern Region
uttarakhand,2020,1,Almora ,55964,654844,Northern Region
uttarakhand,2020,1,Pithoragarh ,46554,578620,Northern Region
uttarakhand,2020,1,Rudraprayag ,23316,313705,Northern Region
uttarakhand,2020,1,Pauri Garhwal ,90270,1126535,Northern Region
uttarakhand,2020,1,Bageshwar ,21756,240952,Northern Region
uttarakhand,2020,1,Champawat ,25824,318138,Northern Region
uttarakhand,2020,1,Nainital ,186948,2555070,Northern Region
uttarakhand,2020,1,Dehradun ,593420,11517755,Northern Region
uttarakhand,2020,1,Chamoli ,40668,535854,Northern Region
uttarakhand,2020,1,Uttarkashi ,32713,466273,Northern Region
uttarakhand,2020,1,Tehri Garhwal ,66293,900775,Northern Region
uttarakhand,2020,2,Udham Singh Nagar ,383547,5359520,Northern Region
uttarakhand,2020,2,Haridwar ,448939,7034053,Northern Region
uttarakhand,2020,2,Almora ,64523,1046539,Northern Region
uttarakhand,2020,2,Pithoragarh ,53375,800362,Northern Region
uttarakhand,2020,2,Rudraprayag ,26968,444634,Northern Region
uttarakhand,2020,2,Pauri Garhwal ,101276,1372488,Northern Region
uttarakhand,2020,2,Bageshwar ,25163,374922,Northern Region
uttarakhand,2020,2,Champawat ,29540,455707,Northern Region
uttarakhand,2020,2,Nainital ,206076,2619859,Northern Region
uttarakhand,2020,2,Dehradun ,649026,9008962,Northern Region
uttarakhand,2020,2,Chamoli ,46467,720942,Northern Region
uttarakhand,2020,2,Uttarkashi ,37671,652111,Northern Region
uttarakhand,2020,2,Tehri Garhwal ,75996,1184694,Northern Region
uttarakhand,2020,3,Udham Singh Nagar ,418390,6671041,Northern Region
uttarakhand,2020,3,Haridwar ,491252,8936480,Northern Region
uttarakhand,2020,3,Almora ,72829,1336245,Northern Region
uttarakhand,2020,3,Pithoragarh ,60279,1010673,Northern Region
uttarakhand,2020,3,Rudraprayag ,30389,547787,Northern Region
uttarakhand,2020,3,Pauri Garhwal ,112287,1825649,Northern Region
uttarakhand,2020,3,Bageshwar ,28329,461430,Northern Region
uttarakhand,2020,3,Champawat ,33279,555158,Northern Region
uttarakhand,2020,3,Nainital ,227497,3413516,Northern Region
uttarakhand,2020,3,Dehradun ,711303,12440947,Northern Region
uttarakhand,2020,3,Chamoli ,52184,906265,Northern Region
uttarakhand,2020,3,Uttarkashi ,42144,749397,Northern Region
uttarakhand,2020,3,Tehri Garhwal ,85276,1522760,Northern Region
uttarakhand,2020,4,Udham Singh Nagar ,456356,8491091,Northern Region
uttarakhand,2020,4,Haridwar ,537058,11230717,Northern Region
uttarakhand,2020,4,Almora ,81020,1556788,Northern Region
uttarakhand,2020,4,Pithoragarh ,67024,1215000,Northern Region
uttarakhand,2020,4,Rudraprayag ,33576,700549,Northern Region
uttarakhand,2020,4,Pauri Garhwal ,123892,2298463,Northern Region
uttarakhand,2020,4,Bageshwar ,31803,578048,Northern Region
uttarakhand,2020,4,Champawat ,36726,646822,Northern Region
uttarakhand,2020,4,Nainital ,249856,4658284,Northern Region
uttarakhand,2020,4,Dehradun ,779564,17251110,Northern Region
uttarakhand,2020,4,Chamoli ,58039,1139012,Northern Region
uttarakhand,2020,4,Uttarkashi ,46810,895893,Northern Region
uttarakhand,2020,4,Tehri Garhwal ,94520,1903111,Northern Region
uttarakhand,2018,1,Udham Singh Nagar ,100236,0,Northern Region
uttarakhand,2018,1,Haridwar ,104823,0,Northern Region
uttarakhand,2018,1,Almora ,11367,0,Northern Region
uttarakhand,2018,1,Pithoragarh ,8836,0,Northern Region
uttarakhand,2018,1,Rudraprayag ,4263,0,Northern Region
uttarakhand,2018,1,Pauri Garhwal ,20425,0,Northern Region
uttarakhand,2018,1,Bageshwar ,4231,0,Northern Region
uttarakhand,2018,1,Champawat ,5442,0,Northern Region
uttarakhand,2018,1,Nainital ,49083,0,Northern Region
uttarakhand,2018,1,Dehradun ,147998,0,Northern Region
uttarakhand,2018,1,Chamoli ,7493,0,Northern Region
uttarakhand,2018,1,Uttarkashi ,5816,0,Northern Region
uttarakhand,2018,1,Tehri Garhwal ,13030,0,Northern Region
uttarakhand,2018,2,Udham Singh Nagar ,132549,0,Northern Region
uttarakhand,2018,2,Haridwar ,140718,0,Northern Region
uttarakhand,2018,2,Almora ,15473,0,Northern Region
uttarakhand,2018,2,Pithoragarh ,12486,0,Northern Region
uttarakhand,2018,2,Rudraprayag ,6028,0,Northern Region
uttarakhand,2018,2,Pauri Garhwal ,28153,0,Northern Region
uttarakhand,2018,2,Bageshwar ,5915,0,Northern Region
uttarakhand,2018,2,Champawat ,7632,0,Northern Region
uttarakhand,2018,2,Nainital ,65142,0,Northern Region
uttarakhand,2018,2,Dehradun ,198296,0,Northern Region
uttarakhand,2018,2,Chamoli ,10502,0,Northern Region
uttarakhand,2018,2,Uttarkashi ,8227,0,Northern Region
uttarakhand,2018,2,Tehri Garhwal ,18021,0,Northern Region
uttarakhand,2018,3,Udham Singh Nagar ,162754,0,Northern Region
uttarakhand,2018,3,Haridwar ,174526,0,Northern Region
uttarakhand,2018,3,Almora ,20152,0,Northern Region
uttarakhand,2018,3,Pithoragarh ,16483,0,Northern Region
uttarakhand,2018,3,Rudraprayag ,7979,0,Northern Region
uttarakhand,2018,3,Pauri Garhwal ,36059,0,Northern Region
uttarakhand,2018,3,Bageshwar ,7784,0,Northern Region
uttarakhand,2018,3,Champawat ,9982,0,Northern Region
uttarakhand,2018,3,Nainital ,79936,0,Northern Region
uttarakhand,2018,3,Dehradun ,246477,0,Northern Region
uttarakhand,2018,3,Chamoli ,14112,0,Northern Region
uttarakhand,2018,3,Uttarkashi ,10793,0,Northern Region
uttarakhand,2018,3,Tehri Garhwal ,23575,0,Northern Region
uttarakhand,2018,4,Udham Singh Nagar ,200079,0,Northern Region
uttarakhand,2018,4,Haridwar ,217634,0,Northern Region
uttarakhand,2018,4,Almora ,26282,0,Northern Region
uttarakhand,2018,4,Pithoragarh ,21378,0,Northern Region
uttarakhand,2018,4,Rudraprayag ,10229,0,Northern Region
uttarakhand,2018,4,Pauri Garhwal ,45898,0,Northern Region
uttarakhand,2018,4,Bageshwar ,9800,0,Northern Region
uttarakhand,2018,4,Champawat ,12649,0,Northern Region
uttarakhand,2018,4,Nainital ,98591,0,Northern Region
uttarakhand,2018,4,Dehradun ,306969,0,Northern Region
uttarakhand,2018,4,Chamoli ,18391,0,Northern Region
uttarakhand,2018,4,Uttarkashi ,14114,0,Northern Region
uttarakhand,2018,4,Tehri Garhwal ,30089,0,Northern Region
